Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
200880,KR7200880003,서연이화,KOSPI,,12070,2,-100,-0.82,12140,12260,11380,423290,5040191460,326233234590,27028437,STK
034830,KR7034830000,한국토지신탁,KOSPI,,1292,2,-12,-0.92,1295,1295,1270,1018708,1304152119,326216085160,252489230,STK
068400,KR7068400001,SK렌터카,KOSPI,,6890,2,-150,-2.13,6970,6970,6810,43105,295548570,325799437600,47285840,STK
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,23850,2,-1050,-4.22,24500,24800,23100,1031840,24450128200,325033023150,13628219,KSQ
126720,KR7126720002,수산인더스트리,KOSPI,,22750,2,-500,-2.15,22900,23100,22450,75906,1727540250,325006500000,14286000,STK
063170,KR7063170005,서울옥션,KOSDAQ,중견기업부,18280,2,-1920,-9.5,19650,19660,18010,661310,12342859280,324913600760,17774267,KSQ
099320,KR7099320004,쎄트렉아이,KOSDAQ,우량기업부,35700,2,-100,-0.28,35200,35850,34600,87068,3079934450,324356169900,9085607,KSQ
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,25700,2,-400,-1.53,25700,25950,25250,63310,1619193850,324025600000,12608000,KSQ
246710,KR7246710008,티앤알바이오팹,KOSDAQ,기술성장기업부,15250,2,-970,-5.98,16010,16060,15000,228151,3493619850,323214874500,21194418,KSQ
003545,KR7003541000,대신증권우,KOSPI,,12410,2,-30,-0.24,12440,12540,12300,44711,552564510,322660000000,26000000,STK
003220,KR7003220001,대원제약,KOSPI,,14680,2,-10,-0.07,14700,14750,14400,116650,1695572470,322441355600,21964670,STK
071320,KR7071320006,지역난방공사,KOSPI,,27800,2,-700,-2.46,28250,28450,27700,4098,114133500,321889083200,11578744,STK
090360,KR7090360009,로보스타,KOSDAQ,중견기업부,33000,1,200,0.61,32550,33300,31350,487268,15827637750,321750000000,9750000,KSQ
034810,KR7034810002,해성산업,KOSDAQ,우량기업부,9860,2,-140,-1.4,9930,10000,9730,79202,776869290,321010610020,32556857,KSQ
088260,KR7088260005,이리츠코크렙,KOSPI,,5060,2,-40,-0.78,5090,5110,5010,38029,191612580,320508445400,63341590,STK
032620,KR7032620007,유비케어,KOSDAQ,우량기업부,6120,1,10,0.16,6100,6210,5940,256253,1547901390,319446490680,52197139,KSQ
082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,14830,2,-290,-1.92,15000,15050,14750,59386,885511990,319425624160,21539152,KSQ
317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,17340,2,-310,-1.76,17400,17590,16920,148027,2546850680,318664601520,18377428,KSQ
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,70000,2,-300,-0.43,69700,70100,69400,2189,152555900,317835980000,4540514,KSQ
425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,29900,2,-1200,-3.86,30200,30800,29300,155491,4624007200,317631108600,10623114,KSQ
115390,KR7115390007,락앤락,KOSPI,,6320,2,-140,-2.17,6380,6410,6220,37870,237744170,317266806080,50200444,STK
001880,KR7001880004,DL건설,KOSPI,,14370,2,-320,-2.18,14590,14600,14100,16108,229622280,316905691080,22053284,STK
078590,KR7078590007,디아크,KOSDAQ,관리종목(소속부없음),2380,0,0,0.0,0,0,0,0,0,316556560040,133006958,KSQ
072710,KR7072710007,농심홀딩스,KOSPI,,68200,2,-600,-0.87,67200,68500,66900,2781,187760200,316297278000,4637790,STK
075580,KR7075580001,세진중공업,KOSPI,,5560,2,-70,-1.24,5630,5630,5440,168181,930048550,316082975360,56849456,STK
097230,KR7097230007,HJ중공업,KOSPI,,3795,2,-25,-0.65,3820,3830,3670,32412,120627505,316025896395,83274281,STK
004700,KR7004700001,조광피혁,KOSPI,,47450,2,-1550,-3.16,49000,49000,47200,755,35938200,315501598100,6649138,STK
053030,KR7053030003,바이넥스,KOSDAQ,우량기업부,9930,2,-60,-0.6,9940,10140,9670,346838,3428288600,315387206640,31761048,KSQ
003200,KR7003200003,일신방직,KOSPI,,131000,2,-2900,-2.17,132900,132900,129000,13403,1749881800,314400000000,2400000,STK
016580,KR7016580003,환인제약,KOSPI,,16850,2,-150,-0.88,16810,17050,16630,84987,1425142880,313411179500,18600070,STK
003570,KR7003570009,SNT중공업,KOSPI,,9420,2,-250,-2.59,9650,9650,9190,120212,1124148720,313240405740,33252697,STK
080580,KR7080580004,오킨스전자,KOSDAQ,벤처기업부,17710,2,-390,-2.15,18100,18100,17360,52728,926067520,313100367580,17679298,KSQ
00088K,KR700088K015,한화3우B,KOSPI,,13930,1,10,0.07,13870,13960,13800,21245,294541000,313034960000,22472000,STK
104700,KR7104700000,한국철강,KOSPI,,7370,2,-30,-0.41,7280,7490,7150,107866,786663690,312856500000,42450000,STK
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,10510,2,-90,-0.85,10530,10600,10380,111469,1166626290,312820186520,29764052,KSQ
074610,KR7074610007,이엔플러스,KOSPI,,5360,1,740,16.02,4655,5440,4655,30403909,158002014760,312690640160,58337806,STK
226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,22750,2,-1100,-4.61,23200,23400,22400,99397,2267094600,311746890000,13703160,KSQ
450140,KR7450140009,코오롱모빌리티그룹,KOSPI,,4960,2,-170,-3.31,5060,5070,4850,674179,3321136745,311375160000,62777250,STK
005390,KR7005390000,신성통상,KOSPI,,2165,2,-65,-2.91,2200,2220,2145,262821,571557695,311128664350,143708390,STK
002310,KR7002310001,아세아제지,KOSPI,,34700,2,-800,-2.25,35100,35500,34150,35712,1229319050,310790619400,8956502,STK
061970,KR7061970000,엘비세미콘,KOSDAQ,우량기업부,7080,1,200,2.91,6880,7090,6770,237578,1649458940,309994911360,43784592,KSQ
297090,KR7297090003,씨에스베어링,KOSDAQ,우량기업부,11450,2,-210,-1.8,11450,11550,11090,523163,5894655860,309150000000,27000000,KSQ
232140,KR7232140004,와이아이케이,KOSDAQ,우량기업부,3760,2,-95,-2.46,3820,3820,3640,357594,1328695160,308490516000,82045350,KSQ
093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,63200,2,-2600,-3.95,64500,65000,61900,58478,3683433100,308416000000,4880000,KSQ
071840,KR7071840003,롯데하이마트,KOSPI,,13010,2,-350,-2.62,13120,13290,12850,11705,152457860,307136333120,23607712,STK
298870,KR7298870007,다올인베스트먼트,KOSDAQ,중견기업부,3070,1,120,4.07,3060,3260,2985,4010838,12489484130,307000000000,100000000,KSQ
005160,KR7005160007,동국산업,KOSDAQ,우량기업부,5630,1,360,6.83,5230,6070,5180,16820012,96035505710,305396433660,54244482,KSQ
100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,30500,1,300,0.99,30050,30800,29000,55760,1654704850,305056882500,10001865,KSQ
108670,KR7108670001,LX하우시스,KOSPI,,34000,2,-100,-0.29,33750,34100,32750,29705,988427900,304900780000,8967670,STK
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,19910,1,130,0.66,19670,20100,19450,75064,1480610410,304253092110,15281421,KSQ
000050,KR7000050005,경방,KOSPI,,11090,1,140,1.28,10950,11110,10800,5520,60192610,304035344300,27415270,STK
067000,KR7067000000,조이시티,KOSDAQ,우량기업부,4430,1,75,1.72,4300,4460,4225,338606,1468005510,303949091190,68611533,KSQ
033160,KR7033160003,엠케이전자,KOSDAQ,우량기업부,13920,1,270,1.98,13500,13920,13340,403617,5507520760,303563030880,21807689,KSQ
002960,KR7002960003,한국쉘석유,KOSPI,,233500,2,-1500,-0.64,233000,234000,232000,666,155056500,303550000000,1300000,STK
294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,29550,1,150,0.51,29050,29600,28350,57327,1664834900,303025941750,10254685,KSQ
003610,KR7003610003,방림,KOSPI,,7160,2,-120,-1.65,7250,7250,7010,214937,1546853790,302968884400,42314090,STK
005500,KR7005500004,삼진제약,KOSPI,,21700,2,-500,-2.25,22000,22200,21300,94019,2031296550,301630000000,13900000,STK
001460,KR7001460005,BYC,KOSPI,,482000,1,15000,3.21,474500,514000,456000,1278,623720500,301064430000,624615,STK
008350,KR7008350001,남선알미늄,KOSPI,,2330,2,-110,-4.51,2410,2415,2325,1954880,4601861240,300754279700,129079090,STK
058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,26750,1,1100,4.29,25700,26750,25200,145667,3806153350,299924210000,11212120,KSQ
002320,KR7002320000,한진,KOSPI,,20050,2,-300,-1.47,20100,20250,19910,27776,555120610,299699941400,14947628,STK
077970,KR7077970002,STX엔진,KOSPI,,13000,2,-190,-1.44,12800,13140,12770,23568,303815570,299115752000,23008904,STK
038540,KR7038540001,상상인,KOSDAQ,우량기업부,5400,2,-30,-0.55,5450,5470,5250,187358,1007559590,298772890200,55328313,KSQ
013120,KR7013120001,동원개발,KOSDAQ,우량기업부,3290,2,-10,-0.3,3220,3305,3210,117625,381629750,298758649000,90808100,KSQ
084010,KR7084010008,대한제강,KOSPI,,12060,2,-240,-1.95,12220,12250,11810,45700,545198510,297239612040,24646734,STK
089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,20000,3,0,0.0,19800,20300,18760,190424,3725764460,297163140000,14858157,KSQ
009680,KR7009680000,모토닉,KOSPI,,8970,2,-130,-1.43,9100,9100,8800,12276,110014490,296010000000,33000000,STK
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,28300,1,550,1.98,27450,28300,26350,1250668,34470648400,295233241000,10432270,KSQ
009290,KR7009290008,광동제약,KOSPI,,5630,2,-40,-0.71,5630,5680,5600,77672,437054820,295129391130,52420851,STK
037070,KR7037070000,파세코,KOSDAQ,우량기업부,14620,2,-20,-0.14,14480,14690,14080,162598,2327724190,292400000000,20000000,KSQ
027360,KR7027360007,아주IB투자,KOSDAQ,벤처기업부,2415,1,60,2.55,2340,2415,2295,374519,881566285,291787438740,120822956,KSQ
272550,KR7272550005,삼양패키징,KOSPI,,18390,2,-20,-0.11,18140,18390,17800,9637,173481620,290353659690,15788671,STK
058820,KR7058820002,CMG제약,KOSDAQ,중견기업부,2090,2,-80,-3.69,2140,2150,2025,874158,1817063210,290284789960,138892244,KSQ
012030,KR7012030003,DB,KOSPI,,1441,1,36,2.56,1395,1464,1392,3828939,5476495404,289891637453,201173933,STK
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,8470,2,-460,-5.15,8710,8800,8280,334722,2829290310,289256954140,34150762,KSQ
004250,KR7004250007,NPC,KOSPI,,7870,1,290,3.83,7410,8000,7280,1024501,7836792380,288986400000,36720000,STK
053690,KR7053690004,한미글로벌,KOSPI,,26350,2,-1450,-5.22,27400,27750,25600,427611,11260534050,288731442500,10957550,STK
217330,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,16150,1,80,0.5,16110,16470,15950,3387,54827480,288577696200,17868588,KSQ
013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,22400,2,-550,-2.4,22600,22900,22100,40246,898681700,287975520000,12856050,KSQ
077500,KR7077500007,유니퀘스트,KOSPI,,10510,1,10,0.1,10500,10630,10210,117148,1226861620,287511297250,27355975,STK
020120,KR7020120002,키다리스튜디오,KOSPI,,7770,2,-90,-1.15,7730,7860,7550,123553,951631980,287216231820,36964766,STK
053610,KR7053610002,프로텍,KOSDAQ,우량기업부,26050,2,-1050,-3.87,26700,26700,25550,83903,2192008250,286550000000,11000000,KSQ
001500,KR7001500008,현대차증권,KOSPI,,9010,2,-40,-0.44,9010,9100,8900,33591,300801430,285730183620,31712562,STK
001070,KR7001070002,대한방직,KOSPI,,53900,2,-100,-0.19,53400,54000,53300,5169,276335300,285670000000,5300000,STK
399720,KR7399720002,가온칩스,KOSDAQ,벤처기업부,24850,2,-50,-0.2,24100,25050,23950,286206,7030828050,285484752000,11488320,KSQ
102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,19960,1,20,0.1,19820,20150,19560,89037,1765700990,285185206560,14287836,KSQ
024720,KR7024720005,한국콜마홀딩스,KOSPI,,15340,2,-330,-2.11,15550,15670,15200,29575,453894260,284966869460,18576719,STK
030210,KR7030210009,다올투자증권,KOSPI,,4715,1,150,3.29,4465,4745,4430,475372,2199931180,284380943780,60314092,STK
271980,KR7271980005,제일약품,KOSPI,,19230,2,-750,-3.75,19810,20150,19100,72529,1411161810,282774688560,14704872,STK
335890,KR7335890000,비올,KOSDAQ,벤처기업부,4830,2,-145,-2.91,4950,5000,4680,1811101,8689050825,281749124160,58333152,KSQ
035510,KR7035510007,신세계 I&C,KOSPI,,16380,2,-430,-2.56,16500,16660,16080,95344,1559589730,281736000000,17200000,STK
307750,KR7307750000,국전약품,KOSDAQ,우량기업부,5740,2,-140,-2.38,5860,5870,5610,187607,1072761820,281657604060,49069269,KSQ
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,11050,2,-150,-1.34,11000,11100,10680,205858,2245171810,280784212800,25410336,KSQ
100130,KR7100130004,동국S&C,KOSDAQ,우량기업부,4905,2,-90,-1.8,4920,5030,4790,374226,1824349075,280286415000,57143000,KSQ
046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,7200,2,-200,-2.7,7320,7380,7010,1042473,7490783470,279544089600,38825568,KSQ
037710,KR7037710001,광주신세계,KOSPI,,34900,2,-850,-2.38,35600,35600,34050,17905,622741850,279200000000,8000000,STK
220260,KR7220260004,켐트로스,KOSDAQ,벤처기업부,10490,2,-90,-0.85,10520,10680,10230,769078,8030060870,278596640430,26558307,KSQ
029460,KR7029460003,케이씨,KOSPI,,20550,2,-600,-2.84,20650,20900,19930,53977,1097021190,278535604200,13554044,STK
143240,KR7143240000,사람인에이치알,KOSDAQ,우량기업부,23800,2,-600,-2.46,24400,24400,23400,33772,801346400,277847459400,11674263,KSQ
213500,KR7213500002,한솔제지,KOSPI,,11660,2,-130,-1.1,11730,11760,11540,81365,945995710,277514716160,23800576,STK
031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,2775,2,-20,-0.72,2760,2795,2700,397712,1091271895,277486310925,99995067,KSQ
000490,KR7000490003,대동,KOSPI,,11580,2,-70,-0.6,11450,11600,11310,181581,2074501690,277136659320,23932354,STK
003070,KR7003070000,코오롱글로벌,KOSPI,,14600,2,-390,-2.6,14660,14990,14400,105975,1545763470,276417609800,18932713,STK
004380,KR7004380002,삼익THK,KOSPI,,13160,2,-180,-1.35,13150,13270,12580,107412,1379137380,276360000000,21000000,STK
206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,7530,1,70,0.94,7330,7590,7320,236415,1759678070,274429396710,36444807,KSQ
079370,KR7079370003,제우스,KOSDAQ,우량기업부,26400,2,-750,-2.76,26800,26800,25600,119817,3143667400,274137600000,10384000,KSQ
010580,KR7010580009,에스엠벡셀,KOSPI,,2460,1,80,3.36,2380,2500,2330,996017,2414931335,273679329600,111251760,STK
002150,KR7002150001,도화엔지니어링,KOSPI,,8110,2,-60,-0.73,8000,8160,7930,126643,1014905990,273469200000,33720000,STK
078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,14500,2,-220,-1.49,14720,14780,14120,6240,89513150,271101106000,18696628,KSQ
282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,27800,1,850,3.15,27700,28350,27250,368628,10264155950,271060369400,9750373,KSQ
256840,KR7256840000,한국비엔씨,KOSDAQ,벤처기업부,4010,2,-30,-0.74,4000,4055,3775,520618,2073459965,271005776880,67582488,KSQ
055490,KR7055490007,테이팩스,KOSPI,,57400,2,-900,-1.54,57100,58200,56400,53140,3031230600,270793110000,4717650,STK
211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,17950,1,150,0.84,17350,18080,17280,688750,12164202560,270727356800,15082304,KSQ
080420,KR7080420003,모다이노칩,KOSDAQ,우량기업부,3395,2,-75,-2.16,3400,3455,3325,350174,1185719965,270654906690,79721622,KSQ
001630,KR7001630003,종근당홀딩스,KOSPI,,54000,2,-1000,-1.82,55000,55000,53000,4535,242016000,270532494000,5009861,STK
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,27050,2,-600,-2.17,27650,28050,26100,60026,1601344350,270500000000,10000000,KSQ
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,26650,3,0,0.0,26100,26750,25500,35120,923568450,270453527500,10148350,KSQ
018470,KR7018470005,조일알미늄,KOSPI,,2135,2,-65,-2.95,2170,2195,2110,1664465,3559076285,270358724335,126631721,STK
048870,KR7048870000,시너지이노베이션,KOSDAQ,벤처기업부,3250,1,15,0.46,3115,3260,3055,174723,551626315,268802118000,82708344,KSQ
078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,4840,2,-5,-0.1,4845,4845,4670,72994,347695760,268528959600,55481190,KSQ
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,17890,2,-140,-0.78,17850,18100,17590,136823,2439906360,267314383680,14942112,KSQ
001780,KR7001780006,알루코,KOSPI,,2970,2,-130,-4.19,3050,3065,2935,1156512,3449208100,267209213040,89969432,STK
081000,KR7081000002,일진다이아,KOSPI,,18800,2,-400,-2.08,18980,19120,18620,25371,478008340,267015930000,14202975,STK
084690,KR7084690007,대상홀딩스,KOSPI,,7370,2,-170,-2.25,7460,7530,7220,41071,301352060,266886405060,36212538,STK
206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,11360,2,-320,-2.74,11600,11680,11110,115286,1299996980,266807321600,23486560,KSQ
077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,5860,2,-100,-1.68,5780,5870,5650,304267,1759430920,266260831720,45437002,KSQ
083790,KR7083790006,크리스탈지노믹스,KOSDAQ,기술성장기업부,3760,1,180,5.03,3580,3790,3510,949724,3494798305,266006787360,70746486,KSQ
228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,12640,2,-410,-3.14,12770,12880,12110,162858,2025718280,265771218560,21026204,KSQ
314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,18860,2,-1190,-5.94,19950,20450,18710,182437,3493447610,265766086060,14091521,KSQ
035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1155,2,-2,-0.17,1150,1157,1125,442837,504244501,265428767835,229808457,KSQ
082800,KR7082800004,비보존 제약,KOSDAQ,투자주의환기종목(소속부없음),1114,2,-25,-2.19,1139,1187,1110,3428569,3913988591,265291441250,238143125,KSQ
109860,KR7109860007,동일금속,KOSDAQ,우량기업부,29150,3,0,0.0,28400,29300,27500,124073,3430831450,265265000000,9100000,KSQ
190510,KR7190510008,나무가,KOSDAQ,중견기업부,16440,2,-180,-1.08,16380,16550,15980,487470,7945931410,265167072960,16129384,KSQ
056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,7050,1,80,1.15,6770,7100,6710,1159128,8003963910,264460671600,37512152,KSQ
001520,KR7001520006,동양,KOSPI,,1104,2,-14,-1.25,1106,1107,1089,168016,184247370,263507205552,238684063,STK
200710,KR7200710002,에이디테크놀로지,KOSDAQ,우량기업부,19610,2,-370,-1.85,19730,19900,19120,394454,7720353030,263216695750,13422575,KSQ
130660,KR7130660004,한전산업,KOSPI,,8060,2,-120,-1.47,8190,8250,7970,131598,1058644000,262756000000,32600000,STK
023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3395,2,-20,-0.59,3415,3415,3310,175225,588307635,262470379885,77310863,KSQ
377030,KR7377030002,맥스트,KOSDAQ,기술성장기업부,13390,2,-380,-2.76,13500,13660,13030,258940,3443893010,262054109980,19570882,KSQ
330860,KR7330860008,네패스아크,KOSDAQ,벤처기업부,21500,1,100,0.47,21250,21550,20600,45021,947231400,261956967500,12184045,KSQ
036530,KR7036530004,SNT홀딩스,KOSPI,,16060,2,-100,-0.62,16050,16160,15840,5317,84923840,261840409160,16303886,STK
088390,KR7088390000,이녹스,KOSDAQ,우량기업부,27850,2,-550,-1.94,28100,28500,27150,104616,2895193850,261395755400,9385844,KSQ
182360,KR7182360008,큐브엔터,KOSDAQ,중견기업부,18900,2,-1400,-6.9,19690,19990,18280,604292,11315972090,260908584300,13804687,KSQ
094480,KR7094480001,갤럭시아머니트리,KOSDAQ,우량기업부,6650,2,-160,-2.35,6710,6870,6560,873643,5835789800,260878422700,39229838,KSQ
011500,KR7011500006,한농화성,KOSPI,,16600,1,1160,7.51,15350,17470,15340,6043072,101476617420,259574897200,15637042,STK
002020,KR7002020006,코오롱,KOSPI,,20550,2,-250,-1.2,20400,20600,20200,22660,462301800,259473054300,12626426,STK
419050,KR7419050000,삼기이브이,KOSDAQ,중견기업부,18110,2,-790,-4.18,18450,18760,17860,398420,7240557040,258955976600,14299060,KSQ
388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,30150,2,-1050,-3.37,30850,30900,29300,1335245,40206099150,258712506900,8580846,KSQ
382900,KR7382900009,범한퓨얼셀,KOSDAQ,벤처기업부,29500,2,-850,-2.8,30650,30850,28800,186493,5510283800,258449500000,8761000,KSQ
030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,3335,1,20,0.6,3315,3340,3220,202019,663742040,257588666635,77237981,KSQ
291230,KR7291230001,엔피,KOSDAQ,중견기업부,6220,2,-20,-0.32,6190,6330,6070,932961,5779511050,257324472680,41370494,KSQ
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,29050,2,-800,-2.68,30050,30050,28700,122984,3579189800,257291957300,8856866,KSQ
003580,KR7003580008,HLB글로벌,KOSPI,,6070,2,-50,-0.82,6010,6240,5910,295297,1797773650,257167944940,42367042,STK
285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,24300,1,100,0.41,24150,24700,23300,48051,1162736150,256992693300,10575831,KSQ
045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,14270,2,-310,-2.13,14390,14470,14060,103386,1469569550,256860000000,18000000,KSQ
089970,KR7089970008,에이피티씨,KOSDAQ,우량기업부,10710,2,-410,-3.69,10810,11010,10650,52500,565696460,256832172450,23980595,KSQ
054620,KR7054620000,APS홀딩스,KOSDAQ,중견기업부,12580,2,-210,-1.64,12590,12710,11900,76279,933451010,256559300180,20394221,KSQ
071055,KR7071051007,한국금융지주우,KOSPI,,43700,1,550,1.27,42300,43900,42000,16392,699208050,256005568700,5858251,STK
089600,KR7089600001,나스미디어,KOSDAQ,우량기업부,24050,2,-300,-1.23,24050,24050,23450,40924,969714650,253486086100,10539962,KSQ
122450,KR7122450000,KX,KOSDAQ,중견기업부,5590,1,10,0.18,5530,5600,5380,49947,273154840,253428038760,45335964,KSQ
293480,KR7293480000,하나제약,KOSPI,,14190,2,-130,-0.91,14150,14300,14010,27262,384799780,252198103740,17772946,STK
104480,KR7104480009,티케이케미칼,KOSDAQ,우량기업부,2770,2,-40,-1.42,2765,2800,2695,488880,1340224735,251780352180,90895434,KSQ
139990,KR7139990006,아주스틸,KOSPI,,9500,2,-140,-1.45,9490,9630,9340,20881,197640100,251295795500,26452189,STK
441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,7720,2,-280,-3.5,7930,7990,7520,389949,3011075210,251138810480,32530934,KSQ
174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,16380,2,-1610,-8.95,17810,17810,16050,357534,5960779610,250909970220,15318069,KSQ
419530,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,29200,2,-650,-2.18,30000,30400,28450,556230,16182145850,250855156000,8590930,KSQ
001130,KR7001130004,대한제분,KOSPI,,148200,2,-5700,-3.7,151500,151900,147800,3316,495717000,250458000000,1690000,STK
084110,KR7084110006,휴온스글로벌,KOSDAQ,우량기업부,19830,2,-220,-1.1,19560,19970,19330,22090,432980040,250284186360,12621492,KSQ
052400,KR7052400009,코나아이,KOSDAQ,우량기업부,16670,2,-110,-0.66,16040,16700,16040,73786,1200846280,250049983330,14999999,KSQ
019680,KR7019680008,대교,KOSPI,,2950,2,-60,-1.99,2980,3010,2830,59703,174882270,249873407500,84702850,STK
270520,KR7270520000,지엔원에너지,KOSDAQ,벤처기업부,6280,2,-180,-2.79,6290,6520,6040,3405113,21234840010,249135079480,39671191,KSQ
411080,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,16450,1,280,1.73,16010,17290,16010,669985,11200463920,248316665100,15095238,KSQ
317400,KR7317400000,자이에스앤디,KOSPI,,6400,2,-150,-2.29,6440,6490,6270,116558,740842180,248208128000,38782520,STK
117580,KR7117580001,대성에너지,KOSPI,,8990,2,-190,-2.07,9060,9120,8800,163246,1460993710,247225000000,27500000,STK
086960,KR7086960002,MDS테크,KOSDAQ,중견기업부,2980,1,170,6.05,2835,3110,2705,40201718,119511517835,247122150080,82926896,KSQ
126340,KR7126340009,비나텍,KOSDAQ,벤처기업부,45150,2,-650,-1.42,45400,45800,43950,39417,1765646550,246892029300,5468262,KSQ
149950,KR7149950008,아바텍,KOSDAQ,우량기업부,15770,1,240,1.55,15500,15770,14900,30476,463483900,246130275000,15607500,KSQ
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,10880,2,-720,-6.21,11330,11400,10670,874104,9519923850,244607075840,22482268,KSQ
166480,KR7166480004,코아스템켐온,KOSDAQ,기술성장기업부,7420,2,-330,-4.26,7700,7700,7330,104414,776300520,243898189920,32870376,KSQ
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,11260,1,50,0.45,11150,11320,10890,53250,587210230,243280857600,21605760,KSQ
095570,KR7095570008,AJ네트웍스,KOSPI,,5190,2,-110,-2.08,5260,5260,5080,223786,1151633370,243007711050,46822295,STK
079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,15180,1,150,1.0,14850,15180,14600,300055,4445468510,242881426920,16000094,KSQ
026890,KR7026890004,스틱인베스트먼트,KOSPI,,5820,1,10,0.17,5720,5820,5660,159261,909819330,242566978500,41678175,STK
083420,KR7083420000,그린케미칼,KOSPI,,10080,1,220,2.23,9750,10140,9700,353045,3520127330,241920000000,24000000,STK
263720,KR7263720005,디앤씨미디어,KOSDAQ,중견기업부,19700,2,-350,-1.75,20900,21300,19350,91997,1835602910,241819686700,12275111,KSQ
001470,KR7001470004,삼부토건,KOSPI,,1223,2,-32,-2.55,1231,1238,1216,1324419,1618837576,241754537625,197673375,STK
000020,KR7000020008,동화약품,KOSPI,,8640,2,-120,-1.37,8680,8760,8550,60904,524463990,241327900800,27931470,STK
001790,KR7001790005,대한제당,KOSPI,,2685,2,-30,-1.1,2695,2700,2600,201684,535209865,240835317300,89696580,STK
086390,KR7086390002,유니테스트,KOSDAQ,우량기업부,11390,2,-10,-0.09,11210,11460,11120,123423,1395155600,240717695140,21134126,KSQ
001200,KR7001200005,유진투자증권,KOSPI,,2480,2,-30,-1.2,2485,2505,2405,85754,210434755,240228716640,96866418,STK
131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,4500,2,-145,-3.12,4575,4645,4430,238819,1074731300,239701873500,53267083,KSQ
216050,KR7216050005,인크로스,KOSDAQ,벤처기업부,18660,2,-520,-2.71,19140,19200,18500,48766,916203180,239654522520,12843222,KSQ
225530,KR7225530005,보광산업,KOSDAQ,우량기업부,6580,1,160,2.49,6350,6590,6280,112253,723438480,239108823660,36338727,KSQ
078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,14610,2,-290,-1.95,14700,14840,14430,52072,757873120,237619874340,16264194,KSQ
002990,KR7002990000,금호건설,KOSPI,,6430,2,-80,-1.23,6360,6480,6300,95481,608689330,237611615850,36953595,STK
377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3685,2,-20,-0.54,3690,3690,3640,67301,246447055,237314000000,64400000,STK
002810,KR7002810000,삼영무역,KOSPI,,12840,2,-40,-0.31,12880,12880,12600,16299,207213010,237115612320,18466948,STK
