Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,10020,2,-320,-3.09,10250,10250,9910,94270,944683520,119141517420,11890371,KSQ
314140,KR7314140005,알피바이오,KOSDAQ,중견기업부,13730,2,-80,-0.58,13780,14000,13480,70011,960243730,118989136530,8666361,KSQ
064820,KR7064820004,케이프,KOSDAQ,중견기업부,3850,2,-20,-0.52,3845,3900,3650,106014,398033770,118971652800,30901728,KSQ
219130,KR7219130002,타이거일렉,KOSDAQ,중견기업부,18800,2,-300,-1.57,18990,18990,18390,6839,127254030,118708652000,6314290,KSQ
303530,KR7303530000,이노뎁,KOSDAQ,벤처기업부,16150,1,410,2.6,15500,16370,15460,83121,1330176320,118529678850,7339299,KSQ
018120,KR7018120006,진로발효,KOSDAQ,우량기업부,17900,2,-380,-2.08,18180,18180,17750,2898,51927900,118518048000,6621120,KSQ
003547,KR7003542008,대신증권2우B,KOSPI,,11850,2,-50,-0.42,11810,11880,11760,15576,183601180,118500000000,10000000,STK
012860,KR7012860003,모베이스전자,KOSDAQ,중견기업부,1616,1,16,1.0,1700,1702,1590,1062507,1732184010,118345266512,73233457,KSQ
256630,KR7256630005,포인트엔지니어링,KOSDAQ,벤처기업부,2040,3,0,0.0,2040,2040,1981,78342,156289663,118314026880,57997072,KSQ
226330,KR7226330009,신테카바이오,KOSDAQ,기술성장기업부,8720,2,-290,-3.22,8800,9000,8510,110824,965962860,117909363520,13521716,KSQ
217500,KR7217500008,러셀,KOSDAQ,벤처기업부,3695,2,-55,-1.47,3710,3740,3570,313152,1139574885,117545340000,31812000,KSQ
004140,KR7004140000,동방,KOSPI,,2450,2,-15,-0.61,2420,2450,2365,208199,501441455,117530826700,47971766,STK
239340,KR7239340003,줌인터넷,KOSDAQ,중견기업부,4355,1,45,1.04,4280,4365,4115,248143,1055043235,117496306070,26979634,KSQ
298060,KR7298060005,에스씨엠생명과학,KOSDAQ,기술성장기업부,9660,2,-330,-3.3,9990,10270,9340,129773,1254668430,117259745400,12138690,KSQ
311320,KR7311320006,지오엘리먼트,KOSDAQ,기술성장기업부,9290,2,-140,-1.48,9440,9520,9270,79249,741696890,117189262400,12614560,KSQ
122310,KR7122310006,제노레이,KOSDAQ,우량기업부,8040,2,-10,-0.12,8010,8130,7860,71686,572880460,117012905760,14553844,KSQ
023000,KR7023000003,삼원강재,KOSPI,,2925,1,40,1.39,2860,2925,2785,40099,113447900,117000000000,40000000,STK
367000,KR7367000007,플래티어,KOSDAQ,벤처기업부,14140,2,-50,-0.35,14140,14400,13600,74202,1041517690,116933656980,8269707,KSQ
005990,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,8510,2,-180,-2.07,8420,8650,8400,10624,90872800,116742767040,13718304,KSQ
067390,KR7067390005,아스트,KOSDAQ,중견기업부,4420,2,-15,-0.34,4355,4620,4350,246534,1106419615,116489007180,26354979,KSQ
011150,KR7011150000,CJ씨푸드,KOSPI,,3240,1,15,0.47,3170,3265,3145,99892,320736320,116415704520,35930773,STK
192250,KR7192250009,케이사인,KOSDAQ,벤처기업부,1645,2,-9,-0.54,1649,1662,1609,509445,831785364,116254217765,70671257,KSQ
120240,KR7120240007,대정화금,KOSDAQ,우량기업부,16140,2,-140,-0.86,16160,16280,15850,44609,713150100,116052910740,7190391,KSQ
241820,KR7241820000,피씨엘,KOSDAQ,투자주의환기종목(소속부없음),9700,2,-150,-1.52,9840,9840,9400,16831,160717820,115985189200,11957236,KSQ
241520,KR7241520006,DSC인베스트먼트,KOSDAQ,벤처기업부,4170,2,-30,-0.71,4265,4330,4130,274287,1153853040,115973550510,27811403,KSQ
217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,3050,2,-40,-1.29,3030,3060,2990,133772,403957995,115710671250,37937925,KSQ
047400,KR7047400007,유니온머티리얼,KOSPI,,2755,2,-40,-1.43,2750,2840,2705,779328,2154519050,115710000000,42000000,STK
234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,2410,2,-50,-2.03,2420,2430,2300,1307127,3097348810,115684301850,48001785,KSQ
357880,KR7357880004,비트나인,KOSDAQ,기술성장기업부,11040,2,-130,-1.16,11080,11280,10670,560237,6176728950,115135674240,10428956,KSQ
377220,KR7377220009,프롬바이오,KOSDAQ,기술성장기업부,8120,1,90,1.12,8000,8250,7800,73602,591699910,114938600000,14155000,KSQ
013310,KR7013310008,아진산업,KOSDAQ,우량기업부,2955,1,75,2.6,2920,3010,2810,3069968,9036988590,114673449810,38806582,KSQ
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,13930,2,-70,-0.5,13660,13980,13530,35158,483111260,114611819210,8227697,KSQ
001045,KR7001041003,CJ우,KOSPI,,50700,3,0,0.0,50700,51100,50100,1496,75632500,114593306100,2260223,STK
348030,KR7348030008,모비릭스,KOSDAQ,중견기업부,11930,2,-60,-0.5,11920,12000,10800,64472,742997560,114573334000,9603800,KSQ
139670,KR7139670004,키네마스터,KOSDAQ,중견기업부,8290,1,290,3.63,7980,8300,7710,80521,643406650,114513732620,13813478,KSQ
290720,KR7290720002,푸드나무,KOSDAQ,우량기업부,8540,2,-380,-4.26,8920,9020,8540,29936,259219770,114462115320,13403058,KSQ
130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,7430,2,-70,-0.93,7380,7440,7220,12652,92509420,114422000000,15400000,KSQ
092440,KR7092440007,기신정기,KOSPI,,3915,2,-5,-0.13,3905,3920,3845,35435,137305450,114318000000,29200000,STK
446070,KR7446070005,유니드비티플러스,KOSPI,,10770,1,300,2.87,10470,10940,10240,451978,4811227540,114282785550,10611215,STK
396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,3930,1,25,0.64,3950,3950,3810,47071,182578235,114205800000,29060000,STK
034590,KR7034590000,인천도시가스,KOSPI,,26100,2,-550,-2.06,26650,26650,26000,9776,255840400,114181079400,4374754,STK
099220,KR7099220006,SDN,KOSDAQ,중견기업부,2030,2,-110,-5.14,2090,2130,2010,1540174,3147754929,114028776330,56171811,KSQ
014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,2500,3,0,0.0,2450,2520,2410,86361,211381900,113934152500,45573661,KSQ
350520,KR7350520003,이지스레지던스리츠,KOSPI,,4010,1,20,0.5,4015,4015,3755,7791,30670985,113718054170,28358617,STK
067370,KR7067370007,선바이오,KOSDAQ,기술성장기업부,9200,2,-190,-2.02,9290,9300,9000,30415,277891720,113284706000,12313555,KSQ
012800,KR7012800009,대창,KOSPI,,1240,2,-35,-2.75,1275,1275,1222,398827,494751607,113014218760,91140499,STK
155650,KR7155650005,와이엠씨,KOSDAQ,우량기업부,5800,2,-70,-1.19,5830,5830,5430,99957,564188220,112951276400,19474358,KSQ
096040,KR7096040001,이트론,KOSDAQ,중견기업부,176,1,11,6.67,166,193,166,92067629,16588138627,112839107920,641131295,KSQ
187870,KR7187870001,디바이스이엔지,KOSDAQ,우량기업부,16030,2,-130,-0.8,15600,16230,15600,16877,268810300,112796842270,7036609,KSQ
234300,KR7234300002,에스트래픽,KOSDAQ,중견기업부,4315,1,50,1.17,4200,4340,4130,256888,1079062885,112767916580,26133932,KSQ
001750,KR7001750009,한양증권,KOSPI,,8850,2,-100,-1.12,8970,8970,8800,30400,268638380,112647525900,12728534,STK
072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,11300,2,-300,-2.59,11380,11500,10950,45001,502993650,112548000000,9960000,KSQ
199730,KR7199730003,바이오인프라,KOSDAQ,벤처기업부,23350,2,-1300,-5.27,24300,24450,23100,157736,3707128750,112006844450,4796867,KSQ
033830,KR7033830001,티비씨,KOSDAQ,중견기업부,1120,2,-10,-0.88,1124,1130,1105,388098,432222075,112000000000,100000000,KSQ
040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,7130,2,-40,-0.56,7180,7180,7060,15822,112575150,111780945760,15677552,KSQ
008870,KR7008870008,금비,KOSPI,,111500,1,3200,2.95,109700,118300,106800,79649,9003154000,111500000000,1000000,STK
277070,KR7277070009,린드먼아시아,KOSDAQ,벤처기업부,8140,1,530,6.96,7460,9060,7460,6457098,55091185410,111452880000,13692000,KSQ
091590,KR7091590000,남화토건,KOSDAQ,우량기업부,9490,2,-340,-3.46,9720,9750,9390,181475,1721394630,111412600000,11740000,KSQ
041460,KR7041460007,한국전자인증,KOSDAQ,중견기업부,5860,1,30,0.51,5720,5880,5540,312011,1784672590,111340000000,19000000,KSQ
053050,KR7053050001,지에스이,KOSDAQ,우량기업부,3710,1,60,1.64,3625,3745,3535,311526,1127020685,111253984870,29987597,KSQ
214420,KR7214420002,토니모리,KOSPI,,4620,2,-45,-0.96,4585,4665,4410,102705,466366105,111133171380,24054799,STK
173130,KR7173130006,오파스넷,KOSDAQ,중견기업부,9360,2,-300,-3.11,9500,9860,9340,656621,6265854990,111013624800,11860430,KSQ
225190,KR7225190008,삼양옵틱스,KOSDAQ,우량기업부,10930,3,0,0.0,10560,10970,10550,25463,274559910,110936089840,10149688,KSQ
332570,KR7332570001,와이팜,KOSDAQ,중견기업부,2970,2,-50,-1.66,2985,3020,2860,123729,360327175,110903827320,37341356,KSQ
029480,KR7029480001,광무,KOSDAQ,중견기업부,2820,0,0,0.0,0,0,0,0,0,110889624840,39322562,KSQ
056730,KR7056730005,CNT85,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,110821763600,35748956,KSQ
002450,KR7002450005,삼익악기,KOSPI,,1224,2,-35,-2.78,1245,1250,1216,226546,277598447,110809839960,90530915,STK
189980,KR7189980006,흥국에프엔비,KOSDAQ,우량기업부,2755,2,-105,-3.67,2855,2865,2640,167698,463968955,110579713385,40137827,KSQ
347740,KR7347740003,피엔케이피부임상연구센타,KOSDAQ,중견기업부,3680,1,65,1.8,3575,3680,3435,406231,1445011085,110438919680,30010576,KSQ
290090,KR7290090000,트윔,KOSDAQ,벤처기업부,14990,2,-90,-0.6,14650,15070,14560,26436,389346300,110309521260,7358874,KSQ
134580,KR7134580000,탑코미디어,KOSDAQ,중견기업부,5490,2,-220,-3.85,5650,5650,5430,64744,357113350,110128543560,20059844,KSQ
044990,KR7044990000,에이치엔에스하이텍,KONEX,일반기업부,14650,2,-290,-1.94,14930,14930,14270,13084,188506810,110037087600,7511064,KNX
015710,KR7015710007,코콤,KOSDAQ,우량기업부,6270,1,40,0.64,6110,6300,6030,97684,603411040,109916235000,17530500,KSQ
066670,KR7066670001,디스플레이텍,KOSDAQ,우량기업부,5870,2,-60,-1.01,5810,5870,5600,371149,2126132320,109721558660,18691918,KSQ
012690,KR7012690004,모나리자,KOSPI,,3000,1,20,0.67,2940,3045,2855,136870,399554300,109713765000,36571255,STK
222810,KR7222810004,세토피아,KOSDAQ,중견기업부,1757,2,-42,-2.33,1770,1805,1745,708008,1256648016,109668736989,62418177,KSQ
322780,KR7322780008,코퍼스코리아,KOSDAQ,벤처기업부,2900,2,-105,-3.49,2930,2945,2820,451444,1305191730,109631965400,37804126,KSQ
408920,KR7408920007,메쎄이상,KOSDAQ,중견기업부,2570,2,-70,-2.65,2670,2675,2510,144701,369196955,109616809350,42652455,KSQ
003480,KR7003480001,한진중공업홀딩스,KOSPI,,3710,1,10,0.27,3770,3770,3600,31924,116337945,109555602520,29529812,STK
063440,KR7063440002,SM Life Design,KOSDAQ,중견기업부,2380,2,-145,-5.74,2435,2475,2310,2588403,6121729280,109549386520,46029154,KSQ
004540,KR7004540001,깨끗한나라,KOSPI,,2940,1,5,0.17,2900,2985,2830,94086,272868305,109487637420,37240693,STK
214610,KR7214610008,미코바이오메드,KOSDAQ,기술성장기업부,5980,4,1375,29.86,5400,5980,4910,10950702,61113706650,109482443980,18308101,KSQ
051490,KR7051490001,나라엠앤디,KOSDAQ,중견기업부,7700,2,-10,-0.13,7740,7820,7380,677646,5182838460,109340000000,14200000,KSQ
053700,KR7053700001,삼보모터스,KOSDAQ,중견기업부,5650,2,-10,-0.18,5560,5680,5410,238043,1317971780,109225816950,19332003,KSQ
239610,KR7239610009,에이치엘사이언스,KOSDAQ,우량기업부,20250,2,-200,-0.98,20050,20300,19850,9273,185358030,109190328750,5392115,KSQ
009835,KR7009831009,한화솔루션우,KOSPI,,38050,0,0,0.0,0,0,0,0,0,109043537800,2865796,STK
114840,KR7114840002,아이패밀리에스씨,KOSDAQ,벤처기업부,12820,2,-450,-3.39,12940,12960,12650,27244,348830260,108989845360,8501548,KSQ
211050,KR7211050000,인카금융서비스,KOSDAQ,기술성장기업부,10590,1,20,0.19,10390,10800,9990,153328,1590299580,108822416400,10275960,KSQ
241770,KR7241770007,메카로,KOSDAQ,우량기업부,10670,2,-250,-2.29,10700,10960,10640,6449,69195760,108755468800,10192640,KSQ
187420,KR7187420005,제노포커스,KOSDAQ,기술성장기업부,4820,2,-140,-2.82,4940,4975,4815,91972,447656465,108570548200,22525010,KSQ
032850,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,6530,2,-120,-1.8,6630,6630,6400,89340,579544880,108550103290,16623293,KSQ
419120,KR7419120001,산돌,KOSDAQ,중견기업부,14120,2,-650,-4.4,14570,14580,13690,117747,1660424300,108326183120,7671826,KSQ
025820,KR7025820002,이구산업,KOSPI,,3235,2,-75,-2.27,3310,3340,3105,1462443,4719219090,108184870000,33442000,STK
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,11250,2,-140,-1.23,11250,11250,11100,11581,129206030,107632496250,9567333,KSQ
076080,KR7076080001,웰크론한텍,KOSDAQ,중견기업부,4845,1,25,0.52,4760,4885,4745,652229,3136287770,107547648165,22197657,KSQ
330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,8150,2,-10,-0.12,8000,8200,7930,49691,399838650,107521140700,13192778,KSQ
049480,KR7049480007,오픈베이스,KOSDAQ,중견기업부,3420,1,145,4.43,3255,3510,3205,2566731,8672470185,107464549860,31422383,KSQ
003720,KR7003720000,삼영화학,KOSPI,,3160,1,80,2.6,3050,3240,2975,1017743,3175231050,107440000000,34000000,STK
071670,KR7071670004,에이테크솔루션,KOSDAQ,우량기업부,10740,2,-130,-1.2,10870,10870,10290,147283,1552799550,107400000000,10000000,KSQ
009470,KR7009470006,삼화전기,KOSPI,,16230,2,-20,-0.12,16020,16230,15500,12420,197481380,107342298600,6613820,STK
264900,KR7264900002,크라운제과,KOSPI,,8570,2,-110,-1.27,8530,8680,8500,25761,220757250,107329394500,12523850,STK
037950,KR7037950003,엘컴텍,KOSDAQ,중견기업부,1267,1,157,14.14,1220,1418,1165,69455241,91700499291,106995006573,84447519,KSQ
006370,KR7006370001,대구백화점,KOSPI,,9870,1,270,2.81,9790,10350,9400,6302,62314160,106809300570,10821611,STK
105740,KR7105740005,디케이락,KOSDAQ,우량기업부,11660,1,20,0.17,11640,11790,11320,41525,478587210,106779399980,9157753,KSQ
052420,KR7052420007,오성첨단소재,KOSDAQ,중견기업부,1535,2,-28,-1.79,1535,1552,1513,214675,327707756,106709737040,69517744,KSQ
000520,KR7000520007,삼일제약,KOSPI,,7780,2,-20,-0.26,7700,7800,7560,81427,624595120,106698421000,13714450,STK
241690,KR7241690007,유니테크노,KOSDAQ,우량기업부,4265,2,-60,-1.39,4300,4315,4160,186827,791233445,106674324725,25011565,KSQ
170920,KR7170920003,엘티씨,KOSDAQ,벤처기업부,13200,2,-620,-4.49,13420,13990,13060,977407,13100750420,106454898000,8064765,KSQ
044060,KR7044060002,조광ILI,KOSDAQ,중견기업부,1110,2,-35,-3.06,1126,1135,1102,1819684,2025020519,106262724240,95732184,KSQ
260660,KR7260660006,알리코제약,KOSDAQ,우량기업부,6930,2,-170,-2.39,7010,7120,6840,59661,412591310,106216255530,15327021,KSQ
191420,KR7191420009,테고사이언스,KOSDAQ,벤처기업부,13040,2,-490,-3.62,13520,13520,12880,23363,304097690,105739195360,8108834,KSQ
001560,KR7001560002,제일연마,KOSPI,,10570,3,0,0.0,10570,10900,10100,32465,332786780,105700000000,10000000,STK
185490,KR7185490000,아이진,KOSDAQ,벤처기업부,4920,2,-65,-1.3,4900,4960,4800,42432,206899425,105673432800,21478340,KSQ
032790,KR7032790008,비엔지티,KOSDAQ,벤처기업부,3385,1,5,0.15,3420,3420,3185,92801,304154875,105615418850,31201010,KSQ
004060,KR7004060000,SG세계물산,KOSPI,,521,2,-1,-0.19,519,526,507,554331,285107129,105463404160,202424960,STK
017040,KR7017040007,광명전기,KOSPI,,2430,2,-45,-1.82,2450,2465,2360,616843,1480821930,105310404450,43337615,STK
009780,KR7009780008,엠에스씨,KOSDAQ,우량기업부,5980,2,-170,-2.76,6080,6100,5750,41652,249830140,105248000000,17600000,KSQ
153710,KR7153710009,옵티팜,KOSDAQ,기술성장기업부,7150,2,-150,-2.05,7200,7350,7000,32315,230548530,104890199700,14669958,KSQ
036670,KR7036670008,KCI,KOSDAQ,우량기업부,9280,2,-100,-1.07,9220,9360,9050,39864,365708850,104585600000,11270000,KSQ
049520,KR7049520000,유아이엘,KOSDAQ,중견기업부,4800,2,-30,-0.62,4700,4975,4625,132477,636270000,104567692800,21784936,KSQ
009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,16390,2,-100,-0.61,16400,16400,16020,18606,302361740,104404300000,6370000,KSQ
196450,KR7196450001,코아시아옵틱스,KOSDAQ,중견기업부,2530,1,60,2.43,2450,2550,2390,502867,1247443125,104318543780,41232626,KSQ
025950,KR7025950007,동신건설,KOSDAQ,중견기업부,12400,2,-160,-1.27,12560,12670,12350,17470,217845670,104160000000,8400000,KSQ
019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,2160,2,-25,-1.14,2170,2185,2145,34373,74101720,104112000000,48200000,KSQ
033170,KR7033170002,시그네틱스,KOSDAQ,중견기업부,1214,2,-18,-1.46,1217,1223,1182,365357,438440617,104074179266,85728319,KSQ
024950,KR7024950008,삼천리자전거,KOSDAQ,우량기업부,7840,2,-230,-2.85,7870,8000,7720,60374,472627470,104064843680,13273577,KSQ
087260,KR7087260006,모바일어플라이언스,KOSDAQ,벤처기업부,3190,2,-55,-1.69,3195,3240,3080,302826,953125215,103843626590,32552861,KSQ
115440,KR7115440000,우리넷,KOSDAQ,벤처기업부,9950,2,-1900,-16.03,10700,10700,9720,2603817,26373114390,103823921750,10434565,KSQ
244920,KR7244920005,에이플러스에셋,KOSPI,,4585,2,-75,-1.61,4560,4650,4495,46948,212577230,103656272405,22607693,STK
352770,KR7352770002,클리노믹스,KOSDAQ,기술성장기업부,7600,2,-190,-2.44,7590,7980,7490,67674,514658310,103513071600,13620141,KSQ
104200,KR7104200001,NHN벅스,KOSDAQ,중견기업부,6970,2,-180,-2.52,7010,7140,6770,85252,589528680,103348023500,14827550,KSQ
315640,KR7315640003,딥노이드,KOSDAQ,기술성장기업부,11090,2,-80,-0.72,11140,11150,10370,413387,4524526190,103327016060,9317134,KSQ
158430,KR7158430009,아톤,KOSDAQ,벤처기업부,23650,2,-150,-0.63,23700,23700,22500,28955,665608800,103198596050,4363577,KSQ
195990,KR7195990007,에이비프로바이오,KOSDAQ,중견기업부,377,2,-9,-2.33,382,383,373,361245,136189950,103181024817,273689721,KSQ
006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,6870,2,-110,-1.58,6950,6950,6710,53500,364762970,103050000000,15000000,KSQ
023810,KR7023810005,인팩,KOSPI,,10300,2,-640,-5.85,10720,10820,10100,81844,844766850,103000000000,10000000,STK
009200,KR7009200007,무림페이퍼,KOSPI,,2475,2,-55,-2.17,2510,2520,2410,279210,685605025,102983042250,41609310,STK
148930,KR7148930001,에이치와이티씨,KOSDAQ,중견기업부,10200,2,-80,-0.78,10270,10400,9940,85982,871951080,102971172600,10095213,KSQ
001540,KR7001540004,안국약품,KOSDAQ,중견기업부,7880,2,-190,-2.35,8000,8000,7780,31372,246373480,102774269600,13042420,KSQ
264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,12000,2,-120,-0.99,12050,12080,11910,15634,187051400,102678504000,8556542,KSQ
009190,KR7009190000,대양금속,KOSPI,,3075,2,-85,-2.69,3130,3150,3065,318948,984368760,102589204725,33362343,STK
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,11270,2,-130,-1.14,11290,11500,11090,21651,243439640,102566421720,9100836,STK
000220,KR7000220004,유유제약,KOSPI,,5930,2,-90,-1.5,6000,6000,5840,38967,230532930,102187841430,17232351,STK
078130,KR7078130002,국일제지,KOSDAQ,중견기업부,800,2,-137,-14.62,844,987,800,49239984,42869778413,102093978400,127617473,KSQ
357430,KR7357430008,마스턴프리미어리츠,KOSPI,,3835,2,-15,-0.39,3850,3850,3790,24576,93735840,101934300000,26580000,STK
347000,KR7347000002,센코,KOSDAQ,기술성장기업부,12350,2,-270,-2.14,12390,12530,12250,20877,257819280,101902863400,8251244,KSQ
236810,KR7236810008,엔비티,KOSDAQ,기술성장기업부,6000,1,20,0.33,5970,6040,5740,179906,1054476410,101852556000,16975426,KSQ
255440,KR7255440000,야스,KOSDAQ,우량기업부,7800,2,-10,-0.13,7810,7810,7530,9413,71904910,101852400000,13058000,KSQ
000500,KR7000500009,가온전선,KOSPI,,16010,2,-390,-2.38,16100,16390,15700,27416,435990930,101806405260,6358926,STK
066590,KR7066590001,우수AMS,KOSDAQ,중견기업부,2600,2,-170,-6.14,2750,2760,2590,396003,1047260530,101590070400,39073104,KSQ
142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,4810,2,-210,-4.18,4990,5020,4695,173740,832414595,101574131230,21117283,KSQ
042110,KR7042110007,에스씨디,KOSDAQ,우량기업부,2100,2,-40,-1.87,2105,2130,2045,377236,785123660,101492084400,48329564,KSQ
307930,KR7307930008,컴퍼니케이,KOSDAQ,벤처기업부,6500,2,-300,-4.41,6800,6920,6320,233129,1531669800,101465000000,15610000,KSQ
060310,KR7060310000,3S,KOSDAQ,중견기업부,2090,3,0,0.0,2060,2105,2040,216588,448385830,101441581780,48536642,KSQ
002460,KR7002460004,화성산업,KOSPI,,9990,2,-310,-3.01,10140,10190,9950,36335,364168180,101398500000,10150000,STK
380440,KR7380440008,엔에이치스팩19호,KOSPI,,1972,1,1,0.05,1980,1980,1966,183325,360922566,101143880000,51290000,STK
339950,KR7339950008,아이비김영,KOSDAQ,중견기업부,2250,1,25,1.12,2225,2250,2135,314712,692804745,101129973750,44946655,KSQ
170030,KR7170030001,현대공업,KOSDAQ,우량기업부,6590,2,-40,-0.6,6600,6690,6400,299272,1955983340,101090600000,15340000,KSQ
115180,KR7115180002,큐리언트,KOSDAQ,중견기업부,8290,2,-550,-6.22,8690,8790,8100,78021,650041000,100858262240,12166256,KSQ
035000,KR7035000009,지투알,KOSPI,,6080,2,-20,-0.33,6060,6090,5990,37078,223579860,100729846720,16567409,STK
299660,KR7299660001,셀리드,KOSDAQ,기술성장기업부,10350,2,-320,-3.0,10410,10540,10220,30503,315609380,100717837200,9731192,KSQ
011370,KR7011370004,서한,KOSDAQ,우량기업부,998,2,-14,-1.38,1000,1009,994,588643,587566430,100693075270,100894865,KSQ
000300,KR7000300004,대유플러스,KOSPI,,830,2,-26,-3.04,838,853,801,422999,350474439,100428982420,120998774,STK
320000,KR7320000003,윈텍,KOSDAQ,중견기업부,5400,1,1110,25.87,4180,5520,4130,5617439,27166355215,99895399200,18499148,KSQ
011330,KR7011330008,유니켐,KOSPI,,1346,2,-1,-0.07,1350,1350,1330,147999,198327234,99832098544,74169464,STK
317850,KR7317850006,대모,KOSDAQ,벤처기업부,11940,2,-260,-2.13,11830,12090,11500,233971,2756379870,99393574800,8324420,KSQ
069920,KR7069920007,아이에스이커머스,KOSDAQ,중견기업부,3840,1,285,8.02,3505,3910,3395,412856,1531512220,99173230080,25826362,KSQ
417180,KR7417180007,핑거스토리,KOSDAQ,중견기업부,7500,2,-110,-1.45,7500,7570,7180,226928,1672803850,99124680000,13216624,KSQ
042510,KR7042510008,라온시큐어,KOSDAQ,중견기업부,2555,2,-70,-2.67,2590,2590,2510,243362,619687475,98793536030,38666746,KSQ
354200,KR7354200008,엔젠바이오,KOSDAQ,기술성장기업부,7870,1,170,2.21,7640,7880,7550,19941,153934360,98778038440,12551212,KSQ
377460,KR7377460001,위니아에이드,KOSDAQ,중견기업부,6410,2,-100,-1.54,6460,6490,6260,76733,488480650,98671726050,15393405,KSQ
101170,KR7101170009,우림피티에스,KOSDAQ,벤처기업부,7300,2,-700,-8.75,7520,7600,7150,1366892,10012600140,98550000000,13500000,KSQ
016090,KR7016090003,대현,KOSPI,,2225,2,-20,-0.89,2205,2235,2190,154972,342364580,98528139750,44282310,STK
038680,KR7038680005,에스넷,KOSDAQ,중견기업부,5450,2,-60,-1.09,5440,5480,4980,203156,1079068320,98519377500,18076950,KSQ
097800,KR7097800007,윈팩,KOSDAQ,중견기업부,1649,1,36,2.23,1590,1661,1564,362499,580823482,98254833904,59584496,KSQ
005740,KR7005740006,크라운해태홀딩스,KOSPI,,6610,2,-30,-0.45,6530,6660,6420,31076,201693780,98140963670,14847347,STK
005800,KR7005800008,신영와코루,KOSPI,,10900,2,-90,-0.82,10720,10970,10710,7450,80304790,98100000000,9000000,STK
008110,KR7008110009,대동전자,KOSPI,,9340,1,10,0.11,9330,9350,9090,19949,183256190,97980774980,10490447,STK
263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,10370,1,40,0.39,10100,10370,10040,39064,396709510,97940502000,9444600,KSQ
149980,KR7149980005,하이로닉,KOSDAQ,벤처기업부,6380,2,-230,-3.48,6550,6560,6270,167356,1066772340,97855055540,15337783,KSQ
065710,KR7065710006,서호전기,KOSDAQ,우량기업부,18960,2,-50,-0.26,18800,19000,18450,8641,162417990,97644000000,5150000,KSQ
092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,9000,2,-140,-1.53,8960,9010,8850,26331,234954900,97639173000,10848797,KSQ
004910,KR7004910006,조광페인트,KOSPI,,7620,1,50,0.66,7590,7740,7300,61587,457877910,97536000000,12800000,STK
377330,KR7377330006,이지트로닉스,KOSDAQ,기술성장기업부,12030,1,90,0.75,11880,12400,11740,145101,1757160130,97436431620,8099454,KSQ
351320,KR7351320007,에스에이티이엔지,KOSDAQ,벤처기업부,4425,2,-25,-0.56,4890,5370,4425,11706386,57735125840,97420295550,22015886,KSQ
131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,6030,2,-30,-0.5,5980,6060,5870,159831,974890550,97403566860,16153162,KSQ
038070,KR7038070009,서린바이오,KOSDAQ,우량기업부,11450,2,-360,-3.05,11760,11760,11260,71805,823053200,97332740200,8500676,KSQ
009810,KR7009810003,플레이그램,KOSPI,,817,2,-18,-2.16,831,831,807,200189,162789065,97301332326,119095878,STK
417500,KR7417500006,제이아이테크,KOSDAQ,벤처기업부,11870,2,-130,-1.08,11910,11970,11490,31441,366969960,97288727820,8196186,KSQ
002140,KR7002140002,고려산업,KOSPI,,3900,1,30,0.78,3850,3935,3695,637589,2442868315,97263757500,24939425,STK
241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,9100,2,-100,-1.09,9120,9310,8870,35877,323501810,97188000000,10680000,KSQ
066410,KR7066410002,버킷스튜디오,KOSDAQ,중견기업부,1153,0,0,0.0,0,0,0,0,0,96978744678,84109926,KSQ
160600,KR7160600003,이큐셀,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,96895912600,31256746,KSQ
101930,KR7101930006,인화정공,KOSDAQ,우량기업부,10380,2,-210,-1.98,10580,10580,10300,17364,180713030,96863097900,9331705,KSQ
054930,KR7054930003,유신,KOSDAQ,벤처기업부,32250,2,-750,-2.27,32400,32550,31000,63330,2009606150,96750000000,3000000,KSQ
